so_hieu,title,clause_type,content,parent_content,grandparent_content,reference,relation,error_type
269/QĐ-BTC,Quyết định đính chính Thông tư 147/2014/TT-BTC,khoan,"1. Tại Điều 28 Thông tư số 147/2014/TT-BTC:
Đã in số thứ tự Điều 28.
Nay sửa lại là Điều 27.","Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,Điều 28 Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013,dinh_chinh,FP
269/QĐ-BTC,Quyết định đính chính Thông tư 147/2014/TT-BTC,khoan,"1. Tại Điều 28 Thông tư số 147/2014/TT-BTC:
Đã in số thứ tự Điều 28.
Nay sửa lại là Điều 27.","Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,Điều 27 Thông tư số 147/2014/TT-BTC ngày 08/10/2014,dinh_chinh,FP
269/QĐ-BTC,Quyết định đính chính Thông tư 147/2014/TT-BTC,khoan,"1. Tại Điều 28 Thông tư số 147/2014/TT-BTC:
Đã in số thứ tự Điều 28.
Nay sửa lại là Điều 27.","Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,Điều 27 Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013,dinh_chinh,FP
269/QĐ-BTC,Quyết định đính chính Thông tư 147/2014/TT-BTC,khoan,"1. Tại Điều 28 Thông tư số 147/2014/TT-BTC:
Đã in số thứ tự Điều 28.
Nay sửa lại là Điều 27.","Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,Điều 28 Thông tư số 147/2014/TT-BTC,dinh_chinh,FP
269/QĐ-BTC,Quyết định đính chính Thông tư 147/2014/TT-BTC,dieu,"Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,,Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013,dinh_chinh,FP
269/QĐ-BTC,Quyết định đính chính Thông tư 147/2014/TT-BTC,dieu,"Điều 1. Đính chính Điều 28 Thông tư số 147/2014/TT-BTC ngày 08/10/2014 của Bộ Tài chính hướng dẫn một số điều của Quyết định số 58/2013/QĐ-TTg ngày 15/10/2013 của Thủ tướng Chính phủ về ban hành Quy chế thành lập, tổ chức và hoạt động của Quỹ bảo lãnh tín dụng cho doanh nghiệp nhỏ và vừa (sau đây gọi tắt là Thông tư số 147/2014/TT-BTC) và mục I Phụ lục 1, mục 1 Phụ lục 3 ban hành kèm Thông tư số 147/2014/TT-BTC như sau:",,,Thông tư số 147/2014/TT-BTC ngày 08/10/2014,dinh_chinh,FP
27/2019/NĐ-CP,"Nghị định sửa đổi, bổ sung một số điều của Nghị định 27/2019/NĐ-CP hướng dẫn Luật Đo đạc và bản đồ được sửa đổi bởi Nghị định 136/2021/NĐ-CP và Nghị định 22/2023/NĐ-CP",diem,"a) Thay thế cụm từ “Bộ Tài nguyên và Môi trường” bằng cụm từ “Bộ Nông nghiệp và Môi trường” tại khoản 4 Điều 4 (được sửa đổi, bổ sung bởi khoản 1 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 1 và khoản 2 Điều 9; khoản 2 Điều 14; điểm b khoản 6 và điểm d khoản 7 Điều 17; khoản 2 và khoản 3 Điều 18 (được sửa đổi, bổ sung bởi khoản 8 Điều 1 Nghị định số 136/2021/NĐ-CP); điểm c khoản 2 Điều 34 (được sửa đổi, bổ sung bởi khoản 9 Điều 1 Nghị định số 136/2021/NĐ-CP); Điều 36 (được sửa đổi, bổ sung bởi khoản 11 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 3 Điều 37 (được sửa đổi, bổ sung bởi điểm b khoản 12 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 1 Điều 39 (được sửa đổi, bổ sung bởi khoản 14 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 2 Điều 40; khoản 2 Điều 41; điểm a khoản 3 Điều 46 (được sửa đổi, bổ sung bởi điểm b khoản 16 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 2 Điều 51; khoản 2 Điều 52 của Nghị định số 27/2019/NĐ-CP; khoản 1 Điều 4 Nghị định số 136/2021/NĐ-CP; Phụ lục I ban hành kèm theo Nghị định số 27/2019/NĐ-CP;",1. Thay thế một số cụm từ như sau:,"Điều 2. Thay thế, bãi bỏ một số quy định và Phụ lục của Nghị định số 27/2019/NĐ-CP ngày 13 tháng 3 năm 2019 của Chính phủ quy định chi tiết một số điều của Luật Đo đạc và bản đồ được sửa đổi, bổ sung bởi Nghị định số 136/2021/NĐ-CP ngày 31 tháng 12 năm 2021 của Chính phủ và Nghị định số 22/2023/NĐ-CP ngày 12 tháng 5 năm 2023 của Chính phủ",khoản 2 Điều 51 Nghị định số 27/2019/NĐ-CP,sua_doi,FP
27/2019/NĐ-CP,"Nghị định sửa đổi, bổ sung một số điều của Nghị định 27/2019/NĐ-CP hướng dẫn Luật Đo đạc và bản đồ được sửa đổi bởi Nghị định 136/2021/NĐ-CP và Nghị định 22/2023/NĐ-CP",diem,"a) Thay thế cụm từ “Bộ Tài nguyên và Môi trường” bằng cụm từ “Bộ Nông nghiệp và Môi trường” tại khoản 4 Điều 4 (được sửa đổi, bổ sung bởi khoản 1 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 1 và khoản 2 Điều 9; khoản 2 Điều 14; điểm b khoản 6 và điểm d khoản 7 Điều 17; khoản 2 và khoản 3 Điều 18 (được sửa đổi, bổ sung bởi khoản 8 Điều 1 Nghị định số 136/2021/NĐ-CP); điểm c khoản 2 Điều 34 (được sửa đổi, bổ sung bởi khoản 9 Điều 1 Nghị định số 136/2021/NĐ-CP); Điều 36 (được sửa đổi, bổ sung bởi khoản 11 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 3 Điều 37 (được sửa đổi, bổ sung bởi điểm b khoản 12 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 1 Điều 39 (được sửa đổi, bổ sung bởi khoản 14 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 2 Điều 40; khoản 2 Điều 41; điểm a khoản 3 Điều 46 (được sửa đổi, bổ sung bởi điểm b khoản 16 Điều 1 Nghị định số 136/2021/NĐ-CP); khoản 2 Điều 51; khoản 2 Điều 52 của Nghị định số 27/2019/NĐ-CP; khoản 1 Điều 4 Nghị định số 136/2021/NĐ-CP; Phụ lục I ban hành kèm theo Nghị định số 27/2019/NĐ-CP;",1. Thay thế một số cụm từ như sau:,"Điều 2. Thay thế, bãi bỏ một số quy định và Phụ lục của Nghị định số 27/2019/NĐ-CP ngày 13 tháng 3 năm 2019 của Chính phủ quy định chi tiết một số điều của Luật Đo đạc và bản đồ được sửa đổi, bổ sung bởi Nghị định số 136/2021/NĐ-CP ngày 31 tháng 12 năm 2021 của Chính phủ và Nghị định số 22/2023/NĐ-CP ngày 12 tháng 5 năm 2023 của Chính phủ",Nghị định số 27/2019/NĐ-CP,sua_doi_bo_sung,FN
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,diem,"a) Đính chính căn cứ ban hành tại các Quyết định của Ủy ban nhân dân tỉnh: Số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025 Quy định một số chỉ tiêu cụ thể, yếu tố ảnh hưởng đến giá đất khi áp dụng phương pháp định giá đất trên địa bàn tỉnh Quảng Ngãi theo Nghị định số 71/2024/NĐ-CP ngày 27 tháng 6 năm 2024 của Chính phủ quy định về giá đất; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 Bãi bỏ Quyết định số 36/2017/QĐ-UBND ngày 29 tháng 5 năm 2017 của UBND tỉnh quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký kinh doanh trên địa bàn tỉnh Quảng Ngãi, cụ thể:
- Tại căn cứ ban hành: “Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015; Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Chính phủ và Luật Tổ chức chính quyền địa phương ngày 22 tháng 11 năm 2019”.
- Nay đính chính là: “Căn cứ Luật Tổ chức Chính quyền địa phương ngày 19 tháng 02 năm 2025”.",Điều 1.,,Quyết định số 36/2017/QĐ-UBND ngày 29 tháng 5 năm 2017,bai_bo,FP
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,diem,"a) Đính chính căn cứ ban hành tại các Quyết định của Ủy ban nhân dân tỉnh: Số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025 Quy định một số chỉ tiêu cụ thể, yếu tố ảnh hưởng đến giá đất khi áp dụng phương pháp định giá đất trên địa bàn tỉnh Quảng Ngãi theo Nghị định số 71/2024/NĐ-CP ngày 27 tháng 6 năm 2024 của Chính phủ quy định về giá đất; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 Bãi bỏ Quyết định số 36/2017/QĐ-UBND ngày 29 tháng 5 năm 2017 của UBND tỉnh quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký kinh doanh trên địa bàn tỉnh Quảng Ngãi, cụ thể:
- Tại căn cứ ban hành: “Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015; Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Chính phủ và Luật Tổ chức chính quyền địa phương ngày 22 tháng 11 năm 2019”.
- Nay đính chính là: “Căn cứ Luật Tổ chức Chính quyền địa phương ngày 19 tháng 02 năm 2025”.",Điều 1.,,Quyết định số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025,dinh_chinh,FP
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,diem,"a) Đính chính căn cứ ban hành tại các Quyết định của Ủy ban nhân dân tỉnh: Số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025 Quy định một số chỉ tiêu cụ thể, yếu tố ảnh hưởng đến giá đất khi áp dụng phương pháp định giá đất trên địa bàn tỉnh Quảng Ngãi theo Nghị định số 71/2024/NĐ-CP ngày 27 tháng 6 năm 2024 của Chính phủ quy định về giá đất; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 Bãi bỏ Quyết định số 36/2017/QĐ-UBND ngày 29 tháng 5 năm 2017 của UBND tỉnh quy định mức thu, chế độ thu, nộp và quản lý lệ phí đăng ký kinh doanh trên địa bàn tỉnh Quảng Ngãi, cụ thể:
- Tại căn cứ ban hành: “Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015; Luật sửa đổi, bổ sung một số điều của Luật Tổ chức Chính phủ và Luật Tổ chức chính quyền địa phương ngày 22 tháng 11 năm 2019”.
- Nay đính chính là: “Căn cứ Luật Tổ chức Chính quyền địa phương ngày 19 tháng 02 năm 2025”.",Điều 1.,,Nghị định số 71/2024/NĐ-CP ngày 27 tháng 6 năm 2024,dan_chieu,FP
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,dieu,Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký. Các nội dung khác tại các Quyết định của Ủy ban nhân dân tỉnh: Số 74/2024/QĐ-UBND ngày 31 tháng 12 năm 2024; số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 và số 21/2025/QĐ-UBND ngày 12 tháng 3 năm 2025 không được đính chính tại Quyết định này vẫn giữ nguyên hiệu lực thi hành.,,,Quyết định 74/2024/QĐ-UBND ngày 31 tháng 12 năm 2024,dan_chieu,FN
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,dieu,Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký. Các nội dung khác tại các Quyết định của Ủy ban nhân dân tỉnh: Số 74/2024/QĐ-UBND ngày 31 tháng 12 năm 2024; số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 và số 21/2025/QĐ-UBND ngày 12 tháng 3 năm 2025 không được đính chính tại Quyết định này vẫn giữ nguyên hiệu lực thi hành.,,,Quyết định số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025,dan_chieu,FN
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,dieu,Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký. Các nội dung khác tại các Quyết định của Ủy ban nhân dân tỉnh: Số 74/2024/QĐ-UBND ngày 31 tháng 12 năm 2024; số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 và số 21/2025/QĐ-UBND ngày 12 tháng 3 năm 2025 không được đính chính tại Quyết định này vẫn giữ nguyên hiệu lực thi hành.,,,Quyết định số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025,dan_chieu,FN
592/QĐ-UBND,Quyết định về việc đính chính văn bản quy phạm pháp luật,dieu,Điều 2. Quyết định này có hiệu lực thi hành kể từ ngày ký. Các nội dung khác tại các Quyết định của Ủy ban nhân dân tỉnh: Số 74/2024/QĐ-UBND ngày 31 tháng 12 năm 2024; số 09/2025/QĐ-UBND ngày 19 tháng 02 năm 2025; số 16/2025/QĐ-UBND ngày 28 tháng 02 năm 2025 và số 21/2025/QĐ-UBND ngày 12 tháng 3 năm 2025 không được đính chính tại Quyết định này vẫn giữ nguyên hiệu lực thi hành.,,,Quyết định số 21/2025/QĐ-UBND ngày 12 tháng 3 năm 2025,dan_chieu,FN
47/2026/NĐ-CP,Nghị định vv tạm ngưng hiệu lực Nghị định 46/2026/NĐ-CP và Nghị quyết 66.13/2026/NQ-CP do Chính phủ ban hành,khoan,1. Nghị quyết này có hiệu lực thi hành kể từ ngày ký ban hành và thay thế Nghị quyết số 09/2026/NQ-CP ngày 04 tháng 02 năm 2026 của Chính phủ tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026.,Điều 5. Hiệu lực thi hành,,Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026,thay_the,FP
47/2026/NĐ-CP,Nghị định vv tạm ngưng hiệu lực Nghị định 46/2026/NĐ-CP và Nghị quyết 66.13/2026/NQ-CP do Chính phủ ban hành,khoan,1. Nghị quyết này có hiệu lực thi hành kể từ ngày ký ban hành và thay thế Nghị quyết số 09/2026/NQ-CP ngày 04 tháng 02 năm 2026 của Chính phủ tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026.,Điều 5. Hiệu lực thi hành,,Nghị quyết số 09/2026/NQ-CP ngày 04 tháng 02 năm 2026,bai_bo,FP
47/2026/NĐ-CP,Nghị định vv tạm ngưng hiệu lực Nghị định 46/2026/NĐ-CP và Nghị quyết 66.13/2026/NQ-CP do Chính phủ ban hành,khoan,1. Nghị quyết này có hiệu lực thi hành kể từ ngày ký ban hành và thay thế Nghị quyết số 09/2026/NQ-CP ngày 04 tháng 02 năm 2026 của Chính phủ tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026.,Điều 5. Hiệu lực thi hành,,Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026,bai_bo,FP
47/2026/NĐ-CP,Nghị định vv tạm ngưng hiệu lực Nghị định 46/2026/NĐ-CP và Nghị quyết 66.13/2026/NQ-CP do Chính phủ ban hành,khoan,1. Nghị quyết này có hiệu lực thi hành kể từ ngày ký ban hành và thay thế Nghị quyết số 09/2026/NQ-CP ngày 04 tháng 02 năm 2026 của Chính phủ tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026.,Điều 5. Hiệu lực thi hành,,Nghị quyết số 09/2026/NQ-CP ngày 04 tháng 02 năm 2026,thay_the,FN
09/2026/NQ-CP,"Nghị quyết vv tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định 46/2026/NĐ-CP hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết 66.13/2026/NQ-CP quy định về công bố, đăng ký sản phẩm thực phẩm do Chính phủ ban hành",khoan,"1. Tạm ngưng hiệu lực áp dụng Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 của Chính phủ quy định chi tiết thi hành một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026 của Chính phủ về công bố, đăng ký sản phẩm thực phẩm cho đến hết ngày 15 tháng 4 năm 2026.",,,Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026,ngung_hieu_luc,FP
09/2026/NQ-CP,"Nghị quyết vv tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định 46/2026/NĐ-CP hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết 66.13/2026/NQ-CP quy định về công bố, đăng ký sản phẩm thực phẩm do Chính phủ ban hành",khoan,"1. Tạm ngưng hiệu lực áp dụng Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 của Chính phủ quy định chi tiết thi hành một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026 của Chính phủ về công bố, đăng ký sản phẩm thực phẩm cho đến hết ngày 15 tháng 4 năm 2026.",,,Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026,ngung_hieu_luc,FN
09/2026/NQ-CP,"Nghị quyết vv tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định 46/2026/NĐ-CP hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết 66.13/2026/NQ-CP quy định về công bố, đăng ký sản phẩm thực phẩm do Chính phủ ban hành",dieu,"Điều 2. Áp dụng văn bản quy phạm pháp luật trong thời gian tạm ngưng hiệu lực
Trong thời gian tạm ngưng hiệu lực theo quy định tại Điều 1 Nghị quyết này, Nghị định 15/2018/NĐ-CP ngày 02 tháng 02 năm 2018 của Chính phủ quy định chi tiết thi hành một số điều của Luật An toàn thực phẩm và các văn bản quy định, hướng dẫn thi hành Nghị định này tiếp tục có hiệu lực.",,,Điều 1 Nghị định 15/2018/NĐ-CP ngày 02 tháng 02 năm 2018,ngung_hieu_luc,FP
09/2026/NQ-CP,"Nghị quyết vv tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định 46/2026/NĐ-CP hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết 66.13/2026/NQ-CP quy định về công bố, đăng ký sản phẩm thực phẩm do Chính phủ ban hành",dieu,"Điều 2. Áp dụng văn bản quy phạm pháp luật trong thời gian tạm ngưng hiệu lực
Trong thời gian tạm ngưng hiệu lực theo quy định tại Điều 1 Nghị quyết này, Nghị định 15/2018/NĐ-CP ngày 02 tháng 02 năm 2018 của Chính phủ quy định chi tiết thi hành một số điều của Luật An toàn thực phẩm và các văn bản quy định, hướng dẫn thi hành Nghị định này tiếp tục có hiệu lực.",,,Nghị định 15/2018/NĐ-CP ngày 02 tháng 02 năm 2018,dan_chieu,FN
09/2026/NQ-CP,"Nghị quyết vv tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định 46/2026/NĐ-CP hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết 66.13/2026/NQ-CP quy định về công bố, đăng ký sản phẩm thực phẩm do Chính phủ ban hành",khoan,"2. Trước ngày 16 tháng 4 năm 2026, các Bộ: Y tế, Nông nghiệp và Môi trường, Công Thương, Tài chính, các bộ, cơ quan liên quan, Ủy ban nhân dân các cấp chịu trách nhiệm bảo đảm đầy đủ các điều kiện cần thiết thực hiện Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 của Chính phủ quy định chi tiết thi hành một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026 của Chính phủ về công bố, đăng ký sản phẩm thực phẩm.",Điều 3. Hiệu lực thi hành và trách nhiệm tổ chức thực hiện,,Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026,dan_chieu,FN
09/2026/NQ-CP,"Nghị quyết vv tạm ngưng hiệu lực và điều chỉnh thời hạn áp dụng Nghị định 46/2026/NĐ-CP hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết 66.13/2026/NQ-CP quy định về công bố, đăng ký sản phẩm thực phẩm do Chính phủ ban hành",khoan,"2. Trước ngày 16 tháng 4 năm 2026, các Bộ: Y tế, Nông nghiệp và Môi trường, Công Thương, Tài chính, các bộ, cơ quan liên quan, Ủy ban nhân dân các cấp chịu trách nhiệm bảo đảm đầy đủ các điều kiện cần thiết thực hiện Nghị định số 46/2026/NĐ-CP ngày 26 tháng 01 năm 2026 của Chính phủ quy định chi tiết thi hành một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật An toàn thực phẩm và Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026 của Chính phủ về công bố, đăng ký sản phẩm thực phẩm.",Điều 3. Hiệu lực thi hành và trách nhiệm tổ chức thực hiện,,Nghị quyết số 66.13/2026/NQ-CP ngày 27 tháng 01 năm 2026,dan_chieu,FN
906/QĐ-BCT,Quyết định vv tạm ngưng hiệu lực Thông tư 11/2026/TT-BCT quy định về truy xuất nguồn gốc thực phẩm thuộc phạm vi quản lý của Bộ Công Thương,dieu,"Điều 2. Giao Cục Công nghiệp nghiên cứu, xây dựng Thông tư sửa đổi, bổ sung hoặc thay thế Thông tư số 11/2026/TT-BCT theo trình tự, thủ tục rút gọn theo quy định của pháp luật về ban hành văn bản quy phạm pháp luật, báo cáo Lãnh đạo Bộ xem xét, quyết định trong tháng 6 năm 2026.",,,Thông tư số 11/2026/TT-BCT,bai_bo,FP
906/QĐ-BCT,Quyết định vv tạm ngưng hiệu lực Thông tư 11/2026/TT-BCT quy định về truy xuất nguồn gốc thực phẩm thuộc phạm vi quản lý của Bộ Công Thương,dieu,"Điều 2. Giao Cục Công nghiệp nghiên cứu, xây dựng Thông tư sửa đổi, bổ sung hoặc thay thế Thông tư số 11/2026/TT-BCT theo trình tự, thủ tục rút gọn theo quy định của pháp luật về ban hành văn bản quy phạm pháp luật, báo cáo Lãnh đạo Bộ xem xét, quyết định trong tháng 6 năm 2026.",,,Thông tư số 11/2026/TT-BCT,dan_chieu,FN
108/2025/QH15,Luật Quản lý thuế,dieu,"Điều 51. Bổ sung Điều 70a vào sau Điều 70 của Luật Kế toán số 88/2015/QH13 đã được sửa đổi, bổ sung một số điều theo Luật số 38/2019/QH14 và Luật số 56/2024/QH15
Bổ sung Điều 70a vào sau Điều 70 như sau:
“Điều 70a. Cung cấp dịch vụ kế toán của tổ chức kinh doanh dịch vụ làm thủ tục về thuế
Tổ chức kinh doanh dịch vụ làm thủ tục về thuế được cung cấp dịch vụ kế toán cho doanh nghiệp siêu nhỏ, hộ kinh doanh, cá nhân kinh doanh khi có ít nhất một người có chứng chỉ kế toán viên.”.",,,Luật Kế toán số 88/2015/QH13,sua_doi_bo_sung,FP
108/2025/QH15,Luật Quản lý thuế,dieu,"Điều 51. Bổ sung Điều 70a vào sau Điều 70 của Luật Kế toán số 88/2015/QH13 đã được sửa đổi, bổ sung một số điều theo Luật số 38/2019/QH14 và Luật số 56/2024/QH15
Bổ sung Điều 70a vào sau Điều 70 như sau:
“Điều 70a. Cung cấp dịch vụ kế toán của tổ chức kinh doanh dịch vụ làm thủ tục về thuế
Tổ chức kinh doanh dịch vụ làm thủ tục về thuế được cung cấp dịch vụ kế toán cho doanh nghiệp siêu nhỏ, hộ kinh doanh, cá nhân kinh doanh khi có ít nhất một người có chứng chỉ kế toán viên.”.",,,Điều 70a Luật Kế toán số 88/2015/QH13,bo_sung,FN
100/VBHN-VPQH,Văn bản hợp nhất năm 2026 hợp nhất Luật Các tổ chức tín dụng do Văn phòng Quốc hội ban hành,vanban,"LUẬT
CÁC TỔ CHỨC TÍN DỤNG
Luật Các tổ chức tín dụng số 32/2024/QH15 ngày 18 tháng 01 năm 2024 của Quốc hội, có hiệu lực kể từ ngày 01 tháng 7 năm 2024, được sửa đổi, bổ sung bởi:
1. Luật số 43/2024/QH15 ngày 29 tháng 6 năm 2024 của Quốc hội sửa đổi, bổ sung một số điều của Luật Đất đai số 31/2024/QH15, Luật Nhà ở số 27/2023/QH15, Luật Kinh doanh bất động sản số 29/2023/QH15 và Luật Các tổ chức tín dụng số 32/2024/QH15, có hiệu lực kể từ ngày 01 tháng 8 năm 2024;
2. Luật số 96/2025/QH15 ngày 27 tháng 6 năm 2025 của Quốc hội sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng, có hiệu lực kể từ ngày 15 tháng 10 năm 2025;
3. Luật Phục hồi, phá sản số 142/2025/QH15 ngày 11 tháng 12 năm 2025 của Quốc hội, có hiệu lực kể từ ngày 01 tháng 3 năm 2026.
Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam;
Quốc hội ban hành Luật Các tổ chức tín dụng[1].",,,Luật Nhà ở số 27/2023/QH15,hop_nhat,FP
